Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Saku Koivu,UGA,F,11,5,5,5,5,3,4,3,1,9,3,5,3,5,1
Vyacheslav Kozlov,UGA,F,97,6,5,5,5,3,4,2,1,11,4,5,3,5,3
Sami Kapanen,UGA,F,24,4,5,5,5,4,4,3,1,7,4,4,3,4,4
Radek Bonk,UGA,F,14,10,5,3,5,4,3,4,1,10,5,5,3,5,5
Brenden Morrow,UGA,F,10,8,4,3,3,5,2,3,1,10,4,4,3,3,6
Jamie Langenbrunner,UGA,F,15,7,5,5,4,3,5,4,0,10,4,5,3,3,3
Wade Redden,UGA,D,6,8,5,5,4,4,5,5,1,10,4,5,3,5,5
Glen Wesley,UGA,D,2,7,4,4,4,4,3,4,1,7,5,5,3,4,4
Igor Ulanov,UGA,D,55,8,4,4,3,3,4,5,0,7,4,4,4,4,5
Rhett Warrener,UGA,D,4,8,4,4,3,4,4,4,1,10,3,4,4,4,5
