Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Shean Donovan,THT,F,42,9,3,5,4,3,4,2,0,5,4,4,2,3,3
Keith Tkachuk,THT,F,7,9,4,4,5,3,4,5,1,12,4,3,4,4,4
Rod Brind'Amour,THT,F,17,9,5,5,5,3,4,4,1,13,5,5,3,5,3
Adam Deadmarsh,THT,F,18,8,6,5,4,3,4,2,0,10,3,5,3,2,1
Marco Sturm,THT,F,91,6,4,5,3,5,3,1,1,7,4,4,1,3,1
Andreas Dackell,THT,F,10,6,4,4,3,4,4,2,0,9,4,3,4,3,4
Steve Smith,THT,D,5,11,4,5,2,5,3,3,1,9,3,4,4,4,5
Oleg Tverdovsky,THT,D,20,6,5,5,3,6,4,2,1,10,3,5,4,3,1
Adam Burt,THT,D,6,7,3,5,2,4,4,4,0,9,2,2,3,3,4
Jaroslav Spacek,THT,D,8,9,5,4,2,6,4,3,1,7,4,2,4,2,4
Steve Thomas,TUK,F,32,6,5,5,4,4,5,1,1,7,3,3,2,3,4
Jozef Stumpel,TUK,F,16,5,4,5,4,3,4,1,0,9,3,3,4,3,1
Steve Rucchin,TUK,F,20,9,4,4,5,5,3,2,1,8,4,6,4,4,2
Sergei Samsonov,TUK,F,14,6,5,5,4,3,4,2,0,7,4,5,3,3,2
Viktor Kozlov,TUK,F,25,12,3,4,3,2,3,4,0,11,2,5,4,3,4
Shawn McEachern,TUK,F,15,7,5,4,3,3,4,3,1,7,5,5,3,2,2
Larry Murphy,TUK,D,55,10,4,5,3,6,5,3,0,10,3,5,2,2,3
Scott Lachance,TUK,D,7,8,4,4,4,4,4,2,1,9,3,2,1,2,3
Steve Duchesne,TUK,D,28,8,5,4,3,5,4,4,0,7,3,3,1,3,2
Boris Mironov,TUK,D,2,6,5,5,3,3,5,2,0,9,2,3,3,4,2
Joe Murphy,VAN,F,17,7,4,5,4,4,4,2,1,7,4,4,2,4,2
Tony Granato,VAN,F,21,6,4,5,4,3,3,3,0,7,3,3,3,4,4
Pat Verbeek,VAN,F,16,7,4,4,4,4,3,4,0,7,5,4,2,4,4
Patrik Elias,VAN,F,26,6,6,5,4,3,3,1,1,9,3,3,2,2,2
Rem Murray,VAN,F,13,7,5,5,4,3,3,2,1,7,3,5,2,4,1
Ville Peltonen,VAN,F,7,6,4,4,5,5,4,2,1,7,3,2,3,2,3
Glen Wesley,VAN,D,20,8,5,5,2,5,4,3,1,9,3,2,3,3,4
Chris Therien,VAN,D,6,12,4,5,3,5,3,3,1,9,3,4,2,3,4
Wade Redden,VAN,D,8,9,5,5,2,5,4,4,1,10,4,5,4,3,4
Pascal Trepanier,VAN,D,27,8,3,5,3,5,3,3,0,7,3,4,2,2,5
