Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Shean Donovan,THT,F,12,8,4,4,4,3,3,3,0,7,4,3,4,3,4
Keith Tkachuk,THT,F,7,8,4,4,5,4,4,4,1,11,5,4,5,4,5
Rod Brind'Amour,THT,F,17,7,5,5,5,4,4,4,1,11,5,4,4,4,4
Adam Deadmarsh,THT,F,18,7,5,5,4,3,4,4,0,10,5,4,5,4,5
Alexei Zhamnov,THT,F,36,6,5,5,5,3,3,3,1,11,4,4,3,4,4
Andreas Dackell,THT,F,11,6,5,5,5,3,3,3,0,7,4,4,3,4,3
Steve Smith,THT,D,55,9,4,4,3,4,3,4,1,9,3,5,4,4,4
Oleg Tverdovsky,THT,D,10,5,5,5,4,4,4,3,1,10,4,4,3,4,3
Adam Burt,THT,D,2,8,4,4,3,3,3,4,0,7,3,3,4,3,4
Jaroslav Spacek,THT,D,8,7,4,4,4,4,3,3,1,7,4,4,3,3,3
Petr Nedved,TUK,F,93,6,5,5,3,3,4,1,1,9,4,4,3,5,4
Jozef Stumpel,TUK,F,15,9,4,5,5,3,3,3,0,8,4,4,3,4,3
Miroslav Satan,TUK,F,81,5,5,5,5,4,4,3,1,10,5,4,3,4,3
Sergei Samsonov,TUK,F,14,5,5,5,5,3,3,3,0,9,5,4,3,4,3
Viktor Kozlov,TUK,F,25,10,4,4,5,4,4,3,0,8,4,4,3,4,3
David Legwand,TUK,F,11,5,5,5,3,2,4,5,0,6,3,5,4,3,4
Larry Murphy,TUK,D,55,9,4,4,5,4,3,3,0,10,5,4,3,4,3
Scott Lachance,TUK,D,20,7,4,4,4,3,3,3,1,7,4,4,4,3,4
Steve Duchesne,TUK,D,25,7,4,5,5,3,4,3,0,7,4,3,3,4,3
Jeff Norton,TUK,D,5,7,4,5,4,3,3,3,1,10,4,4,3,4,4
Saku Koivu,UGA,F,11,5,5,5,5,3,4,3,1,9,5,4,3,4,1
Vyacheslav Kozlov,UGA,F,13,5,5,5,4,3,4,2,1,11,5,4,3,4,3
Sami Kapanen,UGA,F,24,4,5,5,5,3,4,3,1,7,4,4,2,4,3
Adam Graves,UGA,F,9,8,4,4,5,4,5,5,1,7,5,4,5,3,4
Mark Recchi,UGA,F,11,5,5,4,5,3,3,3,1,7,4,3,3,4,4
Jamie Langenbrunner,UGA,F,15,8,5,5,4,3,3,3,0,10,4,3,4,3,3
Wade Redden,UGA,D,6,8,4,5,4,4,4,4,1,9,4,4,4,4,4
Glen Wesley,UGA,D,2,7,5,4,4,4,3,3,1,7,4,4,4,3,4
Dmitri Mironov,UGA,D,36,7,4,4,4,4,4,5,0,5,4,5,4,4,4
Rhett Warrener,UGA,D,4,8,4,4,3,3,3,4,1,10,4,4,5,3,4
